,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P_TESTE
P029,0.010879853497231116,0.0,0.0,0.0,0.16319780245846674,0.0,0.1570371586342519,0.0,0.0,0.0,0.0,0.0,0.15775787570985117,0.0,0.16319780245846674,0.0,0.0,0.08703882797784893,0.0,0.0,0.0,0.16863772920708228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18844459036110228,0.10879853497231115,0.1033586082236956,0.0,0.0,0.0,0.09247875472646448,0.0,0.14687802221262006,0.22847692344185344,0.0,0.0,0.0,0.15775787570985117,0.18495750945292896,0.0,0.0,0.0,0.08165932248981098,0.0,0.0,0.10879853497231115,0.0,0.0,0.0,0.11423846172092672,0.0,0.0,0.0,0.0,0.0,0.03263956049169335,0.0,0.0,0.0,0.0,0.16319780245846674,0.16319780245846674,0.0,0.0,0.0,0.0,0.23935677693908455,0.0,0.10678526787129129,0.0,0.15775787570985117,0.08703882797784893,0.0,0.0,0.0,0.0,0.09791868147508004,0.1033586082236956,0.0,0.0,0.08703882797784893,0.31551575141970234,0.11539827279312444,0.17407765595569785,0.0,0.0,0.0,0.19039743620154453,0.18216310401573219,0.0,0.0,0.0,0.10050378152592121,0.16863772920708228,0.0,0.11423846172092672,0.0,0.0,0.0,0.0,0.16319780245846674,0.0,0.0,0.0,0.0,0.16319780245846674,0.09422229518055114,0.0,0.0,0.0,0.23391685019046898,0.0,0.0,0.16319780245846674,0.0,0.23391685019046898,0.0,0.0,0.0,0.0,0.11967838846954228,0.26382242650554316,0.23391685019046898,0.0,0.0,0.22847692344185344
P030,0.2154101092138323,0.2154101092138323,0.15231794896123563,0.2763853991962833,0.23079654558624887,0.15231794896123563,0.26382242650554316,0.1305582419667734,0.15231794896123563,0.15231794896123563,0.15231794896123563,0.0,0.26382242650554316,0.0,0.251259453814803,0.0,0.010879853497231116,0.251259453814803,0.0,0.15231794896123563,0.0,0.2154101092138323,0.0,0.15231794896123563,0.23079654558624887,0.0,0.0,0.1305582419667734,0.0,1.0,0.0,0.10879853497231115,0.15231794896123563,0.15231794896123563,0.17407765595569785,0.0,0.15231794896123563,0.0,0.1305582419667734,0.15231794896123563,0.1846372364689991,0.17407765595569785,0.15231794896123563,0.0,0.15231794896123563,0.1305582419667734,0.11539827279312444,0.2000236728414157,0.2154101092138323,0.15231794896123563,0.0,0.2000236728414157,0.1305582419667734,0.2000236728414157,0.15231794896123563,0.2000236728414157,0.0,0.15231794896123563,0.23079654558624887,0.15231794896123563,0.0,0.15231794896123563,0.15231794896123563,0.15231794896123563,0.0,0.03263956049169335,0.0,0.1305582419667734,0.02175970699446223,0.2154101092138323,0.1846372364689991,0.22613350843332272,0.02175970699446223,0.0,0.1305582419667734,0.0,0.2154101092138323,0.010879853497231116,0.0,0.1305582419667734,0.26382242650554316,0.0,0.15231794896123563,0.15231794896123563,0.10879853497231115,0.2154101092138323,0.15386436372416593,0.2000236728414157,0.17407765595569785,0.15231794896123563,0.15231794896123563,0.26382242650554316,0.17407765595569785,0.251259453814803,0.17407765595569785,0.15231794896123563,0.17407765595569785,0.251259453814803,0.26382242650554316,0.17407765595569785,0.15231794896123563,0.0,0.26382242650554316,0.17407765595569785,0.17407765595569785,0.1305582419667734,0.010879853497231116,0.15231794896123563,0.2000236728414157,0.1305582419667734,0.26382242650554316,0.15231794896123563,0.0,0.0,0.1305582419667734,0.26382242650554316,0.23869648112406286,0.17407765595569785,0.0,0.1305582419667734,0.1846372364689991,0.15231794896123563,0.17407765595569785,0.0,0.0,0.21357053574258258,0.15231794896123563,0.1305582419667734,0.0,0.010879853497231116,0.26382242650554316,0.0,0.2154101092138323,0.15231794896123563,0.15231794896123563,0.22613350843332272
P031,0.0,0.13847792735174932,0.0,0.10879853497231115,0.23391685019046898,0.0,0.2067172164473912,0.0,0.0,0.0,0.0,0.0,0.1033586082236956,0.007693218186208296,0.2447967036877001,0.0,0.0,0.19472607670647235,0.0,0.0,0.0,0.0,0.0,0.0,0.33727545841416456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046159309117249775,0.0,0.0,0.2154101092138323,0.0,0.0,0.0,0.0,0.23079654558624887,0.0,0.15231794896123563,0.1305582419667734,0.0,0.23079654558624887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11539827279312444,0.0,0.0,0.0,0.0,0.0,0.0,0.1256297269074015,0.0,0.0,0.0,0.0,0.2154101092138323,0.2154101092138323,0.0,0.1305582419667734,0.0,0.0,0.2154101092138323,0.0,0.1305582419667734,0.0,0.18495750945292896,0.0,0.0,0.0,0.0,0.0,0.2447967036877001,0.2000236728414157,0.0,0.0,0.1305582419667734,0.22847692344185344,0.0,0.2556765571849312,0.0,0.0,0.0,0.23079654558624887,0.26382242650554316,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.2447967036877001,0.0,0.0,0.0,0.0,0.2154101092138323,0.0,0.23079654558624887,0.0,0.0,0.26655641068216235,0.11306675421666136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937560444252401,0.0,0.0,0.0,0.0,0.2072890493972125,0.0,0.13078470916554102,0.0,0.0,0.23391685019046898
P032,0.10050378152592121,0.0,0.0,0.08462540004829126,0.16960013132499205,0.0,0.09422229518055114,0.11306675421666136,0.0,0.1305582419667734,0.0,0.0,0.08794080883518106,0.0,0.1570371586342519,0.0,0.010879853497231116,0.18844459036110228,0.0,0.16960013132499205,0.0,0.09422229518055114,0.0,0.11539827279312444,0.15075567228888181,0.0,0.0,0.11539827279312444,0.0,0.10879853497231115,0.0,1.0,0.0,0.0,0.07537783614444091,0.010879853497231116,0.10050378152592121,0.0,0.0,0.2000236728414157,0.07693218186208296,0.0,0.09422229518055114,0.0,0.11539827279312444,0.0,0.16331864497962195,0.09422229518055114,0.1570371586342519,0.0,0.0,0.11306675421666136,0.06909634979907082,0.15231794896123563,0.15075567228888181,0.08165932248981098,0.0,0.11539827279312444,0.0,0.16960013132499205,0.15231794896123563,0.07693218186208296,0.0,0.10770505460691615,0.0,0.0,0.0,0.15231794896123563,0.0,0.15231794896123563,0.15075567228888181,0.19472607670647235,0.0,0.0,0.15231794896123563,0.0,0.18216310401573219,0.0,0.0,0.15075567228888181,0.08165932248981098,0.02175970699446223,0.0,0.0,0.15075567228888181,0.2000236728414157,0.10050378152592121,0.15075567228888181,0.0,0.0,0.1570371586342519,0.08165932248981098,0.0,0.16331864497962195,0.0,0.0,0.22613350843332272,0.10050378152592121,0.16960013132499205,0.2000236728414157,0.0,0.17407765595569785,0.07537783614444091,0.08794080883518106,0.0,0.0,0.03263956049169335,0.11539827279312444,0.2154101092138323,0.0,0.08165932248981098,0.0,0.0,0.1305582419667734,0.13078470916554102,0.16960013132499205,0.17588161767036212,0.0,0.0,0.0,0.10678526787129129,0.17588161767036212,0.0,0.0,0.0,0.06281486345370076,0.0,0.0,0.0,0.0,0.09422229518055114,0.0,0.16960013132499205,0.0,0.24497796746943296,0.06281486345370076
P033,0.17407765595569785,0.1305582419667734,0.17407765595569785,0.17407765595569785,0.0,0.1305582419667734,0.15231794896123563,0.0,0.17407765595569785,0.0,0.1305582419667734,0.0,0.17407765595569785,0.0,0.15231794896123563,0.0,0.0,0.15231794896123563,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,1.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.15231794896123563,0.0,0.0,0.0,0.0,0.02175970699446223,0.0,0.0,0.15231794896123563,0.0,0.15231794896123563,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.03263956049169335,0.15231794896123563,0.0,0.17407765595569785,0.03263956049169335,0.0,0.0,0.0,0.0,0.02175970699446223,0.0,0.0,0.15231794896123563,0.0,0.17407765595569785,0.1305582419667734,0.0,0.15231794896123563,0.0,0.0,0.15231794896123563,0.17407765595569785,0.0,0.1305582419667734,0.15231794896123563,0.15231794896123563,0.15231794896123563,0.17407765595569785,0.0,0.17407765595569785,0.15231794896123563,0.0,0.17407765595569785,0.0,0.17407765595569785,0.0,0.15231794896123563,0.0,0.0,0.0,0.15231794896123563,0.15231794896123563,0.15231794896123563,0.17407765595569785,0.0,0.0,0.0,0.15231794896123563,0.17407765595569785,0.15231794896123563,0.0,0.15231794896123563,0.0,0.0,0.15231794896123563,0.0,0.0,0.17407765595569785,0.15231794896123563,0.0,0.0,0.02175970699446223,0.15231794896123563,0.0,0.0,0.17407765595569785,0.0,0.15231794896123563
P034,0.2072890493972125,0.2763853991962833,0.24618298195866548,0.21985202208795263,0.0,0.16960013132499205,0.12309149097933274,0.0,0.20100756305184242,0.0,0.1305582419667734,0.23079654558624887,0.13191121325277158,0.0,0.20100756305184242,0.0,0.0,0.20100756305184242,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.17407765595569785,1.0,0.0,0.0,0.0,0.0,0.11934824056203143,0.0,0.0,0.2889483718870235,0.0,0.0,0.0,0.0,0.02175970699446223,0.0,0.0,0.15231794896123563,0.0,0.15231794896123563,0.0,0.19472607670647235,0.0,0.0,0.02175970699446223,0.0,0.13078470916554102,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.03263956049169335,0.0,0.0,0.13191121325277158,0.15231794896123563,0.0,0.17407765595569785,0.14617114553795763,0.0,0.0,0.0,0.0,0.13191121325277158,0.0,0.0,0.20100756305184242,0.0,0.17407765595569785,0.251259453814803,0.0,0.18216310401573219,0.0,0.0,0.15231794896123563,0.17407765595569785,0.0,0.18216310401573219,0.18844459036110228,0.11539827279312444,0.15231794896123563,0.12309149097933274,0.0,0.17407765595569785,0.2889483718870235,0.0,0.13078470916554102,0.0,0.11306675421666136,0.0,0.2072890493972125,0.0,0.0,0.0,0.15231794896123563,0.15231794896123563,0.18844459036110228,0.17407765595569785,0.0,0.0,0.0,0.12309149097933274,0.20100756305184242,0.11306675421666136,0.0,0.15231794896123563,0.0,0.0,0.19472607670647235,0.0,0.0,0.20100756305184242,0.15231794896123563,0.0,0.0,0.09231861823449955,0.15231794896123563,0.0,0.0,0.2072890493972125,0.0,0.18844459036110228
P035,0.22303699669323787,0.0,0.0,0.2154101092138323,0.24873416908154553,0.0,0.3153593929426738,0.1570371586342519,0.0,0.15231794896123563,0.0,0.0,0.30647602976119004,0.0,0.31091771135193186,0.0,0.010879853497231116,0.24429248749080362,0.0,0.17588161767036212,0.0,0.24429248749080362,0.0,0.11539827279312444,0.2072890493972125,0.0,0.0,0.1846372364689991,0.18844459036110228,0.17407765595569785,0.0,0.07537783614444091,0.0,0.0,1.0,0.23391685019046898,0.24873416908154553,0.0,0.0,0.12309149097933274,0.27734024885754255,0.0,0.25317585067228743,0.18844459036110228,0.11539827279312444,0.0,0.18844459036110228,0.32424275612415754,0.1954339899926429,0.0,0.0,0.1570371586342519,0.24429248749080362,0.1305582419667734,0.18844459036110228,0.27538425862599686,0.0,0.13078470916554102,0.0,0.2620592138537712,0.010879853497231116,0.2154101092138323,0.0,0.2154101092138323,0.0,0.11306675421666136,0.0,0.1305582419667734,0.0,0.1305582419667734,0.19099230840190104,0.23540912430931987,0.0,0.0,0.1305582419667734,0.15231794896123563,0.15545885567596593,0.0,0.11306675421666136,0.17588161767036212,0.2620592138537712,0.22303699669323787,0.0,0.0,0.15075567228888181,0.11539827279312444,0.20875903476486854,0.27094257703525493,0.0,0.0,0.24873416908154553,0.2798259402167387,0.13078470916554102,0.22208407953709422,0.0,0.0,0.10050378152592121,0.21320071635561044,0.20875903476486854,0.13847792735174932,0.0,0.02175970699446223,0.20435597284239979,0.22208407953709422,0.0,0.10050378152592121,0.010879853497231116,0.13078470916554102,0.09231861823449955,0.0,0.32424275612415754,0.0,0.0,0.0,0.10001183642070785,0.25761753226302925,0.25317585067228743,0.0,0.0,0.0,0.36421789044083447,0.18844459036110228,0.0,0.10050378152592121,0.0,0.29315098498896436,0.0,0.0,0.0,0.0,0.31980107453341566,0.18844459036110228,0.25317585067228743,0.0,0.09422229518055114,0.30203434817044816
P036,0.26382242650554316,0.1769440182827908,0.0,0.2000236728414157,0.2577228092379779,0.0,0.28374166845140036,0.13078470916554102,0.0,0.0,0.0,0.0,0.3308083820069567,0.0,0.33465499110006086,0.0,0.0,0.15771097281727006,0.0,0.15231794896123563,0.0,0.24261968751641483,0.0,0.0,0.1305582419667734,0.0,0.0,0.17407765595569785,0.10879853497231115,0.0,0.0,0.010879853497231116,0.0,0.0,0.23391685019046898,1.0,0.3538880365655816,0.0,0.0,0.0,0.3192685547276443,0.0,0.20875903476486854,0.2714050741709047,0.0,0.0,0.15231794896123563,0.39235412749662313,0.18079062737589496,0.0,0.0,0.13078470916554102,0.19462473604038075,0.0,0.2000236728414157,0.36542786384489406,0.0,0.0,0.0,0.2961889001690194,0.0,0.15231794896123563,0.0,0.0,0.0,0.2798259402167387,0.0,0.0,0.0,0.0,0.3423482092862692,0.2577228092379779,0.0,0.0,0.0,0.17407765595569785,0.10770505460691615,0.0,0.2072890493972125,0.15231794896123563,0.2884956819828111,0.1998756715833848,0.0,0.0,0.13847792735174932,0.0,0.23464315467935304,0.39620073658972726,0.0,0.0,0.21320071635561044,0.2961889001690194,0.030772872744833184,0.23848976377245718,0.0,0.0,0.02175970699446223,0.2000236728414157,0.2960782627318961,0.0,0.0,0.0,0.23028309323591914,0.22868406484744738,0.0,0.2620592138537712,0.0,0.0,0.0,0.0,0.3038821183552277,0.0,0.0,0.0,0.0,0.1923304546552074,0.1998756715833848,0.0,0.0,0.0,0.24618298195866548,0.2000236728414157,0.0,0.15101717408522408,0.0,0.3308083820069567,0.0,0.0,0.15231794896123563,0.0,0.2731092456103945,0.17951758270431342,0.207716891027624,0.0,0.10770505460691615,0.2343952913294177
P037,0.24261968751641483,0.2000236728414157,0.0,0.32424275612415754,0.2958840118777094,0.0,0.3247595264191645,0.20875903476486854,0.0,0.15231794896123563,0.0,0.0,0.336059519477299,0.0,0.3172150604411888,0.023079654558624887,0.010879853497231116,0.27324465602359826,0.0,0.11934824056203143,0.0,0.2558711420272205,0.15231794896123563,0.13078470916554102,0.15569978883230462,0.0,0.0,0.11539827279312444,0.1033586082236956,0.15231794896123563,0.0,0.10050378152592121,0.0,0.0,0.24873416908154553,0.3538880365655816,1.0,0.0,0.0,0.12309149097933274,0.2722731383110167,0.0,0.19954968242915286,0.25023663043631567,0.14617114553795763,0.0,0.11306675421666136,0.3674669512041494,0.16401996283796186,0.0,0.0,0.2556765571849312,0.1414380954640045,0.15231794896123563,0.14657549249448218,0.3486224921680392,0.0,0.16863772920708228,0.0,0.3831706670675746,0.010879853497231116,0.12309149097933274,0.0,0.2447967036877001,0.010879853497231116,0.29315098498896436,0.2154101092138323,0.1305582419667734,0.0,0.15231794896123563,0.3234965467865589,0.22613350843332272,0.0,0.0,0.15231794896123563,0.15231794896123563,0.16645938815230701,0.0,0.20100756305184242,0.16543102563432363,0.29523593310833135,0.30463589792247125,0.0,0.0,0.15231794896123563,0.13078470916554102,0.2763853991962833,0.30465208775044866,0.0,0.0,0.1994639807825704,0.2826668855416534,0.03846609093104148,0.2657123397974982,0.0,0.0,0.10678526787129129,0.32035580361387384,0.2958840118777094,0.12309149097933274,0.0,0.11934824056203143,0.2296279479731466,0.282876190928009,0.0,0.29315098498896436,0.010879853497231116,0.11539827279312444,0.10770505460691615,0.0,0.2669631696782282,0.0,0.0,0.18844459036110228,0.23391685019046898,0.2606816833328581,0.1923304546552074,0.0,0.13078470916554102,0.0,0.32035580361387384,0.17516226243634267,0.0,0.207716891027624,0.0,0.3486224921680392,0.0,0.0,0.15231794896123563,0.0,0.32035580361387384,0.19583736295016008,0.2763853991962833,0.0,0.1033586082236956,0.2657123397974982
P038,0.0,0.0,0.0,0.17951758270431342,0.09791868147508004,0.0,0.04397040441759053,0.0,0.0,0.0,0.0,0.0,0.2447967036877001,0.0,0.11423846172092672,0.0,0.0,0.15775787570985117,0.0,0.0,0.12309149097933274,0.0,0.0,0.0,0.13599816871538895,0.0,0.0,0.0,0.0,0.0,0.046159309117249775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11423846172092672,0.0,0.0,0.0,0.0,0.1033586082236956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20100756305184242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12309149097933274,0.0,0.0,0.2447967036877001,0.0,0.0,0.0,0.0,0.0,0.16319780245846674,0.0,0.0,0.0,0.02175970699446223,0.11967838846954228,0.0,0.10678526787129129,0.0,0.0,0.0,0.1256297269074015,0.11423846172092672,0.0,0.0,0.0,0.17951758270431342,0.0,0.0,0.15231794896123563,0.0,0.0,0.0,0.0,0.0,0.0,0.11306675421666136,0.0,0.0,0.16863772920708228,0.11934824056203143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02175970699446223,0.11423846172092672,0.0,0.0,0.0,0.0,0.18216310401573219,0.0,0.0,0.0,0.0,0.17951758270431342
P039,0.20100756305184242,0.08703882797784893,0.12309149097933274,0.17407765595569785,0.0,0.08794080883518106,0.16960013132499205,0.0,0.14687802221262006,0.0,0.1305582419667734,0.046159309117249775,0.2447967036877001,0.0,0.14687802221262006,0.0,0.0,0.25023663043631567,0.0,0.0,0.0,0.1305582419667734,0.0,0.0,0.0,0.02175970699446223,0.0,0.0,0.0,0.1305582419667734,0.0,0.0,0.15231794896123563,0.11934824056203143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10678526787129129,0.0,0.0,0.0,0.0,0.02175970699446223,0.0,0.0,0.15231794896123563,0.0,0.15231794896123563,0.0,0.16960013132499205,0.0,0.0,0.1305582419667734,0.0,0.17588161767036212,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.17407765595569785,0.0,0.0,0.10879853497231115,0.1305582419667734,0.0,0.15231794896123563,0.03846609093104148,0.0,0.0,0.0,0.0,0.11967838846954228,0.0,0.0,0.16863772920708228,0.0,0.15231794896123563,0.16319780245846674,0.0,0.16960013132499205,0.0,0.0,0.1305582419667734,0.15231794896123563,0.0,0.15231794896123563,0.16319780245846674,0.15075567228888181,0.1305582419667734,0.1846372364689991,0.0,0.11539827279312444,0.16863772920708228,0.0,0.2000236728414157,0.0,0.2175970699446223,0.0,0.17588161767036212,0.0,0.0,0.0,0.1305582419667734,0.17407765595569785,0.16960013132499205,0.15231794896123563,0.0,0.0,0.0,0.2000236728414157,0.16319780245846674,0.18216310401573219,0.0,0.17407765595569785,0.0,0.0,0.14687802221262006,0.0,0.0,0.17407765595569785,0.15231794896123563,0.0,0.0,0.015386436372416592,0.15231794896123563,0.0,0.0,0.17588161767036212,0.0,0.22847692344185344
P040,0.13078470916554102,0.0,0.0,0.11539827279312444,0.2154101092138323,0.0,0.13078470916554102,0.10001183642070785,0.0,0.1305582419667734,0.0,0.0,0.14617114553795763,0.0,0.23079654558624887,0.0,0.0,0.09231861823449955,0.0,0.24618298195866548,0.0,0.08462540004829126,0.0,0.11539827279312444,0.2154101092138323,0.0,0.0,0.10879853497231115,0.0,0.15231794896123563,0.0,0.2000236728414157,0.0,0.0,0.12309149097933274,0.0,0.12309149097933274,0.0,0.0,1.0,0.17407765595569785,0.0,0.13078470916554102,0.0,0.13078470916554102,0.0,0.24618298195866548,0.08462540004829126,0.2000236728414157,0.0,0.0,0.09231861823449955,0.13078470916554102,0.1305582419667734,0.23079654558624887,0.14617114553795763,0.0,0.13078470916554102,0.0,0.13078470916554102,0.15231794896123563,0.17407765595569785,0.0,0.12309149097933274,0.0,0.0,0.0,0.10879853497231115,0.0,0.1305582419667734,0.23079654558624887,0.2000236728414157,0.0,0.0,0.1305582419667734,0.0,0.13078470916554102,0.0,0.0,0.23079654558624887,0.12309149097933274,0.02175970699446223,0.0,0.0,0.10770505460691615,0.2154101092138323,0.10770505460691615,0.2154101092138323,0.0,0.0,0.23079654558624887,0.13078470916554102,0.0,0.24618298195866548,0.0,0.0,0.2000236728414157,0.10770505460691615,0.24618298195866548,0.23079654558624887,0.0,0.17407765595569785,0.13847792735174932,0.13078470916554102,0.0,0.0,0.0,0.11539827279312444,0.1846372364689991,0.0,0.14617114553795763,0.0,0.0,0.1305582419667734,0.10001183642070785,0.2154101092138323,0.1846372364689991,0.0,0.0,0.0,0.10770505460691615,0.23079654558624887,0.0,0.0,0.0,0.12309149097933274,0.0,0.0,0.0,0.0,0.12309149097933274,0.0,0.2000236728414157,0.0,0.2000236728414157,0.12309149097933274
P041,0.3153593929426738,0.34131244176038017,0.0,0.26147889421751064,0.3721936841593883,0.0,0.3576548683719123,0.21408720964441885,0.0,0.1305582419667734,0.0,0.0,0.4270342497663213,0.10050378152592121,0.5113531143698624,0.2154101092138323,0.0,0.36238242607399257,0.0,0.23079654558624887,0.0,0.21675224125925224,0.0,0.1305582419667734,0.3769676911242065,0.0,0.1305582419667734,0.1846372364689991,0.09247875472646448,0.1846372364689991,0.2154101092138323,0.07693218186208296,0.0,0.0,0.27734024885754255,0.3192685547276443,0.2722731383110167,0.0,0.0,0.17407765595569785,1.0,0.0,0.24661001260390525,0.2937560444252401,0.15231794896123563,0.15231794896123563,0.24618298195866548,0.3634703946869027,0.26169868417456993,0.0,0.0,0.15075567228888181,0.44620665480008115,0.1305582419667734,0.24814653845148543,0.4194364524522012,0.0,0.19472607670647235,0.23935677693908455,0.21650635094610965,0.0,0.24618298195866548,0.0,0.20100756305184242,0.02175970699446223,0.36412431750027535,0.007693218186208296,0.10879853497231115,0.0,0.1305582419667734,0.38204658872917047,0.44335403001216794,0.0,0.15231794896123563,0.1305582419667734,0.15231794896123563,0.36719505553155013,0.0,0.1033586082236956,0.2447967036877001,0.3651915921675894,0.3577346456586858,0.0,0.0,0.1570371586342519,0.15231794896123563,0.36719505553155013,0.5031932242469391,0.0,0.0,0.42662345898646475,0.3726349822801657,0.12309149097933274,0.4354207445075105,0.0,0.0,0.11539827279312444,0.3848557548227673,0.33192812783987147,0.15231794896123563,0.0,0.030772872744833184,0.443848242788301,0.15001775463106176,0.0,0.36412431750027535,0.0,0.1305582419667734,0.10879853497231115,0.0,0.49775329749832353,0.0,0.0,0.023079654558624887,0.06909634979907082,0.3835148357773968,0.4554077600393305,0.0,0.030772872744833184,0.0,0.32287554253514766,0.25023663043631567,0.0,0.2577228092379779,0.0,0.5031932242469391,0.0,0.2154101092138323,0.1305582419667734,0.0,0.4787135538781691,0.17407765595569785,0.27743626417939343,0.0,0.1570371586342519,0.43822991060110733
P042,0.19472607670647235,0.2889483718870235,0.23079654558624887,0.2072890493972125,0.0,0.18216310401573219,0.12309149097933274,0.0,0.18844459036110228,0.0,0.15231794896123563,0.23079654558624887,0.11934824056203143,0.0,0.21357053574258258,0.0,0.0,0.18844459036110228,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.15231794896123563,0.2889483718870235,0.0,0.0,0.0,0.0,0.10678526787129129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010879853497231116,0.0,0.0,0.15231794896123563,0.0,0.15231794896123563,0.0,0.18216310401573219,0.0,0.0,0.02175970699446223,0.0,0.11539827279312444,0.0,0.0,0.0,0.15231794896123563,0.0,0.0,0.03263956049169335,0.0,0.0,0.1256297269074015,0.17407765595569785,0.0,0.15231794896123563,0.13847792735174932,0.0,0.0,0.0,0.0,0.1256297269074015,0.0,0.0,0.18844459036110228,0.0,0.15231794896123563,0.26382242650554316,0.0,0.18216310401573219,0.0,0.0,0.17407765595569785,0.15231794896123563,0.0,0.19472607670647235,0.20100756305184242,0.13078470916554102,0.17407765595569785,0.10770505460691615,0.0,0.15231794896123563,0.2889483718870235,0.0,0.11539827279312444,0.0,0.10050378152592121,0.0,0.21985202208795263,0.0,0.0,0.0,0.15231794896123563,0.1305582419667734,0.18844459036110228,0.15231794896123563,0.0,0.0,0.0,0.13847792735174932,0.18844459036110228,0.1256297269074015,0.0,0.1305582419667734,0.0,0.0,0.2072890493972125,0.0,0.0,0.18844459036110228,0.15231794896123563,0.0,0.0,0.08462540004829126,0.15231794896123563,0.0,0.0,0.19472607670647235,0.0,0.20100756305184242
P043,0.3125270551058903,0.0,0.0,0.23935677693908455,0.3577346456586858,0.0,0.37716825457067865,0.26650089544451305,0.0,0.15231794896123563,0.0,0.0,0.4575880648806437,0.0,0.3199675942398486,0.046159309117249775,0.010879853497231116,0.26147889421751064,0.0,0.19472607670647235,0.0,0.3543727119000474,0.10879853497231115,0.23079654558624887,0.22868406484744738,0.0,0.0,0.2000236728414157,0.14687802221262006,0.15231794896123563,0.0,0.09422229518055114,0.0,0.0,0.25317585067228743,0.20875903476486854,0.19954968242915286,0.0,0.0,0.13078470916554102,0.24661001260390525,0.0,1.0,0.3125270551058903,0.24618298195866548,0.0,0.2072890493972125,0.24771684715343115,0.30463589792247125,0.0,0.0,0.16863772920708228,0.2792495730955986,0.15231794896123563,0.3331261193056413,0.3543727119000474,0.0,0.2556765571849312,0.0,0.20987121772721248,0.02175970699446223,0.23079654558624887,0.0,0.19039743620154453,0.15231794896123563,0.04351941398892446,0.10770505460691615,0.1305582419667734,0.0,0.15231794896123563,0.32684861777188834,0.3853373177942262,0.0,0.0,0.15231794896123563,0.0,0.28556247657964984,0.0,0.19472607670647235,0.22381844644643784,0.30100928009006084,0.21794649895542345,0.0,0.0,0.15231794896123563,0.13847792735174932,0.34061066483596786,0.2408358236213914,0.0,0.0,0.3300222227493438,0.4059803883903455,0.2154101092138323,0.3191423692521127,0.0,0.0,0.10050378152592121,0.26147889421751064,0.3000355092621235,0.13078470916554102,0.0,0.19472607670647235,0.1994639807825704,0.33727545841416456,0.0,0.16863772920708228,0.010879853497231116,0.2154101092138323,0.11539827279312444,0.0,0.40253987662432555,0.0,0.0,0.11306675421666136,0.21215714319600676,0.37845629426218647,0.20875903476486854,0.0,0.2154101092138323,0.0,0.26835991774955037,0.30653395926359966,0.0,0.2043173531741267,0.0,0.32340810600586845,0.0,0.0,0.0,0.0,0.27524094128159016,0.20100756305184242,0.3096460589417889,0.0,0.14687802221262006,0.36469424719810695
