participante_id,grau,forca,centralidade_grau,betweenness,agrupamento_local,pagerank,componente,comunidade
P001,69,20.223591815219628,0.5111111111111112,0.005435784042749216,0.21944167906723624,0.015328440957784783,1,1
P002,43,11.92252757664209,0.31851851851851853,0.0008844665561083472,0.2654358952215179,0.009724359554396426,1,1
P003,21,4.769795275449144,0.15555555555555556,0.0,0.2640821386169642,0.004805101950542366,1,1
P004,69,22.175273715014697,0.5111111111111112,0.009729132117191817,0.23119155602982439,0.016931456639293897,1,1
P005,64,20.80533677881746,0.4740740740740741,0.013156440022111665,0.26154621331825567,0.01639298117147207,1,2
P006,2,0.414578098794425,0.014814814814814815,0.0,0.31921109179032336,0.0015894072254955846,1,1
P007,75,26.10598126532708,0.5555555555555556,0.02418923899023401,0.24336089212648493,0.01934568975374364,1,1
P008,38,9.323609500863311,0.2814814814814815,0.0004422332780541736,0.2675692247741582,0.007638773306230497,1,2
P009,27,6.9730645902866195,0.2,0.000552791597567717,0.288900001756807,0.006393936004264524,1,1
P010,0,0.0,0.0,0.0,0.0,0.0013169451652252253,2,5
P011,0,0.0,0.0,0.0,0.0,0.0013169451652252253,3,6
P012,6,1.4336050255124155,0.044444444444444446,0.0,0.2978871904568496,0.002500916154815301,1,1
P013,74,26.83602786231364,0.5481481481481482,0.021006080707573246,0.25155719008370986,0.020006659807883412,1,3
P014,1,0.2447967036877001,0.007407407407407408,0.0,0.0,0.0014808864770497873,1,2
P015,85,31.4833637999747,0.6296296296296297,0.0718629076838032,0.2217939676202993,0.023386642102361375,1,1
P016,3,0.67700320038633,0.022222222222222223,0.0,0.34140142345680524,0.0017580920300740268,1,2
P017,0,0.0,0.0,0.0,0.0,0.0013169451652252253,4,7
P018,66,22.832655969243675,0.48888888888888893,0.012935323383084578,0.25648672569462283,0.01711285890394854,1,1
P019,0,0.0,0.0,0.0,0.0,0.0013169451652252253,5,8
P020,27,6.826164897800424,0.2,0.0,0.3181403079620727,0.005858850470066154,1,2
P021,13,2.7849449834074034,0.0962962962962963,0.0,0.3198538880665143,0.003204371321465357,1,1
P022,52,15.549760039260843,0.3851851851851852,0.0003316749585406302,0.30296127717085947,0.011518468802705243,1,2
P023,0,0.0,0.0,0.0,0.0,0.0013169451652252253,6,9
P024,15,3.338856692814401,0.11111111111111112,0.0,0.28942291995119374,0.0037280407017074874,1,3
P025,62,20.306091454807465,0.45925925925925926,0.004367053620784964,0.2738491314098951,0.01499583191088478,1,2
P026,0,0.0,0.0,0.0,0.0,0.0013169451652252253,7,10
P027,8,1.8978645595625856,0.05925925925925926,0.0,0.3785069773117114,0.002521331002338819,1,1
P028,18,3.8158362203593157,0.13333333333333333,0.0,0.3054182740209737,0.0037582112529522156,1,2
P029,8,1.9773993523194435,0.05925925925925926,0.0,0.3367302742853185,0.002610561251077342,1,4
P030,35,8.176171634256573,0.25925925925925924,0.0,0.299492593075239,0.006672723156261725,1,1
P031,23,5.462054299198109,0.17037037037037037,0.0,0.3175993563429085,0.004944135939827807,1,1
P032,6,1.286592603640835,0.044444444444444446,0.0,0.21232915681786244,0.0026377490811626153,1,2
P033,0,0.0,0.0,0.0,0.0,0.0013169451652252253,8,11
P034,16,3.630285672920692,0.11851851851851852,0.0001105583195135434,0.23882679985076516,0.004200350653175376,1,1
P035,39,10.032441713604696,0.2888888888888889,0.0,0.3282458390219672,0.007732309639585051,1,2
P036,38,10.322277604758519,0.2814814814814815,0.0,0.3362292645284589,0.0079187115509961,1,2
P037,44,12.414637041011543,0.32592592592592595,0.0006633499170812604,0.3004751285935844,0.009659363399601098,1,2
P038,3,0.6906009704272427,0.022222222222222223,0.0,0.35867578159098884,0.0017628760751073544,1,3
P039,7,1.5421622362451655,0.05185185185185186,0.0,0.3263895661078515,0.002337065422787556,1,1
P040,22,4.877500330056059,0.16296296296296298,0.0005159388243965358,0.2549284401538861,0.005064747161662024,1,2
P041,56,18.95039713548371,0.41481481481481486,0.005288372950064492,0.32111614204621663,0.013946477400193046,1,2
P042,12,2.8422764160677563,0.08888888888888889,0.0,0.2197057032049801,0.003722999120217437,1,1
P043,55,15.673443422146436,0.40740740740740744,0.001193108531416989,0.2652454797271602,0.011953926790629238,1,2
P044,44,13.064957976161923,0.32592592592592595,0.0,0.3353453134794176,0.009816102183585623,1,2
P045,15,3.431175311048899,0.11111111111111112,0.0,0.29494962427722526,0.003779318567625994,1,3
P046,25,6.250201555338442,0.1851851851851852,0.0,0.32906057834100105,0.005487717969918659,1,1
P047,23,5.85149747791466,0.17037037037037037,0.0002211166390270868,0.32574610502592444,0.005213569907425152,1,2
P048,57,18.719544315490026,0.4222222222222222,0.001105583195135434,0.31624706464274605,0.013520145585726659,1,2
