clique,tamanho,participantes
151,26,P001;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
152,26,P001;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
153,26,P001;P007;P013;P015;P025;P041;P049;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
154,26,P001;P007;P013;P015;P025;P041;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
155,26,P001;P007;P013;P015;P025;P043;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P122;P126;P131;P133;P_TESTE
156,26,P001;P007;P013;P015;P025;P043;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P122;P126;P131;P133;P_TESTE
157,26,P004;P005;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P121;P126;P131;P_TESTE
158,26,P004;P005;P007;P013;P015;P018;P025;P030;P048;P049;P059;P072;P077;P081;P088;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131;P_TESTE
159,26,P004;P005;P007;P013;P015;P022;P035;P036;P037;P041;P048;P056;P072;P081;P087;P088;P092;P094;P098;P099;P103;P111;P121;P126;P131;P_TESTE
160,26,P004;P005;P007;P013;P015;P022;P035;P036;P037;P041;P048;P056;P072;P081;P087;P088;P092;P094;P098;P099;P111;P121;P126;P131;P133;P_TESTE
161,26,P004;P005;P007;P013;P015;P022;P035;P036;P041;P048;P056;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P111;P121;P126;P131;P_TESTE
162,26,P004;P005;P007;P013;P015;P022;P036;P041;P043;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P111;P126;P131;P133;P_TESTE
163,26,P004;P005;P007;P013;P015;P036;P037;P041;P048;P056;P071;P072;P081;P087;P088;P092;P094;P098;P099;P103;P106;P111;P121;P126;P131;P_TESTE
164,26,P004;P005;P007;P013;P015;P036;P037;P041;P048;P056;P071;P072;P081;P087;P088;P092;P094;P098;P099;P106;P111;P121;P126;P131;P133;P_TESTE
165,26,P004;P005;P007;P013;P015;P036;P041;P048;P056;P071;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P106;P111;P121;P126;P131;P_TESTE
166,26,P004;P005;P007;P013;P015;P036;P041;P048;P056;P071;P072;P081;P087;P088;P091;P092;P094;P098;P099;P106;P111;P121;P126;P131;P133;P_TESTE
167,26,P004;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P116;P121;P126;P131;P133;P_TESTE
168,26,P004;P007;P013;P015;P018;P022;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P116;P121;P126;P131;P133;P_TESTE
169,26,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P121;P126;P131;P133;P_TESTE
170,26,P004;P007;P013;P015;P018;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P117;P121;P126;P131;P133;P_TESTE
171,26,P005;P007;P013;P015;P022;P025;P035;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
172,26,P005;P007;P013;P015;P022;P036;P041;P043;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P111;P122;P126;P131;P133;P_TESTE
173,26,P005;P007;P013;P015;P022;P036;P043;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P122;P126;P131;P133;P_TESTE
174,26,P005;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
175,26,P005;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
176,26,P005;P007;P013;P015;P025;P041;P049;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
177,26,P005;P007;P013;P015;P025;P041;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
178,26,P005;P007;P013;P015;P025;P043;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P122;P126;P131;P133;P_TESTE
179,26,P005;P007;P013;P015;P025;P043;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P122;P126;P131;P133;P_TESTE
180,25,P001;P004;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P111;P116;P126;P131;P_TESTE
181,25,P001;P004;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P126;P131;P_TESTE
182,25,P001;P004;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P126;P131;P_TESTE
183,25,P001;P007;P008;P013;P015;P022;P025;P043;P048;P056;P071;P072;P077;P087;P091;P092;P104;P111;P116;P121;P122;P126;P131;P133;P_TESTE
184,25,P001;P007;P013;P015;P018;P035;P041;P043;P048;P053;P056;P072;P081;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131;P_TESTE
185,25,P001;P007;P013;P015;P018;P035;P041;P048;P053;P056;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131;P_TESTE
186,25,P001;P007;P013;P015;P018;P041;P043;P044;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P111;P116;P121;P126;P131;P_TESTE
187,25,P001;P007;P013;P015;P018;P041;P043;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131;P_TESTE
188,25,P001;P007;P013;P015;P018;P041;P044;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131;P_TESTE
189,25,P001;P007;P013;P015;P018;P041;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131;P_TESTE
190,25,P001;P007;P013;P015;P022;P035;P036;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
191,25,P001;P007;P013;P015;P022;P036;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
192,25,P001;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P122;P126;P131;P_TESTE
193,25,P001;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
194,25,P001;P007;P013;P015;P025;P035;P041;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131;P133;P_TESTE
195,25,P001;P007;P013;P015;P025;P041;P043;P053;P055;P056;P062;P071;P080;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P_TESTE
196,25,P001;P007;P013;P015;P025;P041;P043;P053;P055;P056;P062;P071;P081;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P_TESTE
197,25,P001;P007;P013;P015;P025;P041;P043;P053;P056;P062;P071;P080;P088;P091;P092;P094;P099;P111;P116;P117;P121;P122;P126;P131;P_TESTE
198,25,P001;P007;P013;P015;P025;P041;P043;P053;P056;P062;P071;P081;P088;P091;P092;P094;P099;P111;P116;P117;P121;P122;P126;P131;P_TESTE
199,25,P001;P007;P013;P015;P025;P041;P053;P055;P056;P062;P071;P080;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
200,25,P001;P007;P013;P015;P025;P041;P053;P055;P056;P062;P071;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
201,25,P001;P007;P013;P015;P025;P041;P053;P056;P062;P071;P080;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
202,25,P001;P007;P013;P015;P025;P041;P053;P056;P062;P071;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131;P_TESTE
203,25,P002;P004;P005;P007;P013;P015;P018;P030;P048;P056;P072;P077;P081;P088;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131;P_TESTE
204,25,P002;P004;P005;P007;P013;P015;P018;P030;P048;P059;P072;P077;P081;P088;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131;P_TESTE
205,25,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131;P_TESTE
206,25,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131;P_TESTE
207,25,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P111;P116;P124;P126;P131;P_TESTE
208,25,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P087;P092;P094;P098;P099;P111;P116;P124;P126;P131;P_TESTE
209,25,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P117;P126;P131;P_TESTE
210,25,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P071;P072;P077;P081;P087;P092;P094;P098;P099;P111;P116;P124;P126;P131;P_TESTE
211,25,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P117;P126;P131;P_TESTE
212,25,P004;P005;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P126;P131;P_TESTE
213,25,P004;P005;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P126;P131;P_TESTE
214,25,P004;P005;P007;P013;P015;P036;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P106;P111;P126;P131;P_TESTE
215,25,P004;P005;P007;P013;P015;P036;P041;P048;P056;P066;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P106;P111;P126;P131;P_TESTE
216,25,P004;P007;P013;P015;P018;P022;P035;P041;P043;P048;P056;P060;P072;P081;P082;P087;P092;P098;P111;P116;P117;P121;P126;P131;P_TESTE
217,25,P004;P007;P013;P015;P018;P022;P041;P043;P048;P056;P060;P071;P072;P081;P082;P087;P092;P098;P111;P116;P117;P121;P126;P131;P_TESTE
218,25,P004;P007;P013;P015;P022;P035;P036;P037;P041;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133;P_TESTE
219,25,P004;P007;P013;P015;P022;P035;P036;P041;P043;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133;P_TESTE
220,25,P004;P007;P013;P015;P022;P036;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133;P_TESTE
221,25,P004;P007;P013;P015;P022;P036;P041;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133;P_TESTE
222,25,P004;P007;P013;P015;P036;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P121;P126;P131;P133;P_TESTE
223,25,P005;P007;P008;P013;P015;P022;P025;P043;P048;P056;P071;P072;P077;P087;P091;P092;P104;P111;P116;P121;P122;P126;P131;P133;P_TESTE
224,25,P005;P007;P013;P015;P022;P035;P036;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
225,25,P005;P007;P013;P015;P022;P036;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
226,25,P005;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P122;P126;P131;P_TESTE
227,25,P005;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
228,25,P005;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P092;P094;P099;P104;P111;P116;P121;P124;P126;P131;P133;P_TESTE
229,25,P005;P007;P013;P015;P025;P035;P041;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131;P133;P_TESTE
230,25,P005;P007;P013;P015;P041;P043;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P121;P124;P126;P131;P_TESTE
231,24,P001;P004;P007;P013;P015;P018;P025;P030;P049;P059;P072;P081;P086;P088;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
232,24,P001;P004;P007;P013;P015;P018;P025;P049;P059;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
233,24,P001;P004;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
234,24,P001;P004;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
235,24,P001;P004;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131;P_TESTE
236,24,P001;P004;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
237,24,P001;P004;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
238,24,P001;P004;P007;P013;P015;P036;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P111;P126;P131;P_TESTE
239,24,P001;P004;P007;P013;P015;P036;P041;P048;P056;P066;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P111;P126;P131;P_TESTE
240,24,P001;P007;P008;P013;P015;P025;P043;P048;P053;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P126;P131;P_TESTE
241,24,P001;P007;P013;P015;P022;P035;P036;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
242,24,P001;P007;P013;P015;P022;P035;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
243,24,P001;P007;P013;P015;P025;P035;P041;P043;P053;P056;P062;P081;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131;P_TESTE
244,24,P001;P007;P013;P015;P025;P035;P041;P053;P056;P062;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131;P_TESTE
245,24,P001;P007;P013;P015;P025;P035;P041;P056;P062;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131;P_TESTE
246,24,P001;P007;P013;P015;P025;P035;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
247,24,P001;P007;P013;P015;P025;P043;P044;P048;P053;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P126;P131;P_TESTE
248,24,P001;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
249,24,P001;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133;P_TESTE
250,24,P001;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
251,24,P001;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133;P_TESTE
252,24,P001;P007;P013;P015;P041;P043;P044;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P111;P116;P121;P126;P131;P_TESTE
253,24,P001;P007;P013;P015;P041;P043;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P121;P126;P131;P_TESTE
254,24,P001;P007;P013;P015;P041;P043;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131;P_TESTE
255,24,P001;P007;P013;P015;P041;P043;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131;P_TESTE
256,24,P001;P007;P013;P015;P041;P044;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131;P_TESTE
257,24,P001;P007;P013;P015;P041;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131;P_TESTE
258,24,P001;P007;P013;P015;P041;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131;P_TESTE
259,24,P001;P007;P013;P015;P041;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131;P_TESTE
260,24,P004;P005;P007;P013;P015;P018;P025;P030;P049;P059;P072;P081;P086;P088;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
261,24,P004;P005;P007;P013;P015;P018;P025;P049;P059;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
262,24,P004;P005;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
263,24,P004;P005;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
264,24,P004;P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
265,24,P004;P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
266,24,P004;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P060;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131;P_TESTE
267,24,P004;P007;P013;P015;P018;P022;P037;P041;P048;P056;P060;P071;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131;P_TESTE
268,24,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P126;P131;P_TESTE
269,24,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P117;P126;P131;P_TESTE
270,24,P005;P007;P013;P015;P022;P035;P036;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133;P_TESTE
271,24,P005;P007;P013;P015;P022;P035;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
272,24,P005;P007;P013;P015;P025;P035;P041;P056;P062;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131;P_TESTE
273,24,P005;P007;P013;P015;P025;P035;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
274,24,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
275,24,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133;P_TESTE
276,24,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131;P_TESTE
277,24,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133;P_TESTE
278,24,P005;P007;P013;P015;P041;P043;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131;P_TESTE
279,24,P005;P007;P013;P015;P041;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131;P_TESTE
280,24,P005;P007;P013;P015;P041;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131;P_TESTE
281,23,P001;P004;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
282,23,P001;P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P126;P131;P_TESTE
283,23,P001;P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131;P_TESTE
284,23,P004;P005;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133;P_TESTE
285,23,P004;P005;P007;P013;P015;P018;P025;P046;P059;P081;P087;P088;P092;P098;P099;P103;P106;P111;P116;P117;P126;P131;P_TESTE
286,23,P004;P007;P013;P015;P036;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P126;P131;P_TESTE
287,23,P007;P013;P015;P022;P035;P036;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133;P_TESTE
288,23,P007;P013;P015;P022;P035;P036;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133;P_TESTE
289,23,P007;P013;P015;P022;P035;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
290,23,P007;P013;P015;P022;P035;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
291,23,P007;P013;P015;P022;P036;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133;P_TESTE
292,23,P007;P013;P015;P022;P036;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133;P_TESTE
293,23,P007;P013;P015;P022;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
294,23,P007;P013;P015;P022;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133;P_TESTE
295,23,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P124;P126;P131;P_TESTE
296,22,P001;P004;P007;P013;P015;P018;P022;P030;P054;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131;P_TESTE
297,22,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P086;P092;P094;P099;P103;P111;P116;P117;P126;P131;P_TESTE
298,22,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131;P_TESTE
299,22,P001;P004;P015;P018;P022;P035;P037;P041;P048;P056;P064;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131;P_TESTE
300,22,P001;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133;P_TESTE
301,22,P001;P007;P008;P013;P015;P025;P043;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131;P_TESTE
302,22,P001;P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131;P_TESTE
303,22,P001;P015;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P122;P126;P131;P_TESTE
304,22,P001;P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P103;P111;P116;P121;P122;P126;P131;P_TESTE
305,22,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P126;P131;P_TESTE
306,22,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P117;P126;P131;P_TESTE
307,22,P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P124;P126;P131;P_TESTE
308,22,P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P111;P116;P121;P124;P126;P131;P_TESTE
309,22,P005;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133;P_TESTE
310,22,P005;P007;P013;P015;P022;P043;P044;P071;P072;P081;P092;P094;P099;P104;P111;P116;P121;P124;P126;P132;P133;P_TESTE
311,22,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P124;P126;P131;P_TESTE
312,21,P001;P004;P007;P013;P015;P018;P022;P030;P054;P070;P072;P092;P094;P098;P099;P103;P111;P116;P117;P131;P_TESTE
313,21,P001;P004;P007;P013;P015;P018;P022;P037;P048;P052;P072;P081;P087;P092;P094;P098;P103;P111;P126;P131;P_TESTE
314,21,P001;P004;P015;P018;P022;P025;P035;P041;P048;P056;P064;P072;P087;P098;P103;P111;P116;P121;P126;P131;P_TESTE
315,21,P001;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133;P_TESTE
316,21,P001;P008;P015;P022;P025;P041;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P122;P126;P131;P_TESTE
317,21,P001;P008;P015;P025;P041;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P122;P126;P131;P_TESTE
318,21,P004;P015;P018;P022;P035;P037;P041;P048;P056;P060;P064;P072;P082;P087;P098;P111;P116;P121;P126;P131;P_TESTE
319,21,P004;P015;P018;P022;P037;P041;P048;P056;P060;P064;P071;P072;P082;P087;P098;P111;P116;P121;P126;P131;P_TESTE
320,21,P005;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133;P_TESTE
321,21,P005;P007;P015;P025;P031;P041;P071;P072;P077;P087;P088;P092;P094;P098;P099;P106;P111;P116;P126;P131;P_TESTE
322,20,P001;P004;P007;P013;P015;P018;P022;P030;P048;P052;P072;P081;P092;P094;P098;P103;P111;P126;P131;P_TESTE
323,20,P001;P004;P007;P013;P015;P018;P022;P030;P052;P054;P072;P081;P092;P094;P098;P103;P111;P126;P131;P_TESTE
324,20,P001;P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P116;P117;P126;P_TESTE
