posicao,participante_id,pagerank,grau,forca,betweenness,comunidade
69,P035,0.002595835054322403,0,0.0,0.0,28
70,P036,0.002595835054322403,0,0.0,0.0,29
71,P038,0.002595835054322403,0,0.0,0.0,30
72,P039,0.002595835054322403,0,0.0,0.0,31
73,P040,0.002595835054322403,0,0.0,0.0,32
74,P042,0.002595835054322403,0,0.0,0.0,33
75,P045,0.002595835054322403,0,0.0,0.0,34
76,P046,0.002595835054322403,0,0.0,0.0,35
77,P047,0.002595835054322403,0,0.0,0.0,36
78,P050,0.002595835054322403,0,0.0,0.0,37
79,P051,0.002595835054322403,0,0.0,0.0,38
80,P052,0.002595835054322403,0,0.0,0.0,39
81,P054,0.002595835054322403,0,0.0,0.0,40
82,P055,0.002595835054322403,0,0.0,0.0,41
83,P057,0.002595835054322403,0,0.0,0.0,42
84,P058,0.002595835054322403,0,0.0,0.0,43
85,P061,0.002595835054322403,0,0.0,0.0,44
86,P062,0.002595835054322403,0,0.0,0.0,45
87,P063,0.002595835054322403,0,0.0,0.0,46
88,P064,0.002595835054322403,0,0.0,0.0,47
89,P065,0.002595835054322403,0,0.0,0.0,48
90,P067,0.002595835054322403,0,0.0,0.0,49
91,P068,0.002595835054322403,0,0.0,0.0,50
92,P069,0.002595835054322403,0,0.0,0.0,51
93,P070,0.002595835054322403,0,0.0,0.0,52
94,P073,0.002595835054322403,0,0.0,0.0,53
95,P074,0.002595835054322403,0,0.0,0.0,54
96,P075,0.002595835054322403,0,0.0,0.0,55
97,P076,0.002595835054322403,0,0.0,0.0,56
98,P079,0.002595835054322403,0,0.0,0.0,57
99,P080,0.002595835054322403,0,0.0,0.0,58
100,P082,0.002595835054322403,0,0.0,0.0,59
101,P083,0.002595835054322403,0,0.0,0.0,60
102,P085,0.002595835054322403,0,0.0,0.0,61
103,P086,0.002595835054322403,0,0.0,0.0,62
104,P089,0.002595835054322403,0,0.0,0.0,63
105,P090,0.002595835054322403,0,0.0,0.0,64
106,P093,0.002595835054322403,0,0.0,0.0,65
107,P095,0.002595835054322403,0,0.0,0.0,66
108,P096,0.002595835054322403,0,0.0,0.0,67
109,P097,0.002595835054322403,0,0.0,0.0,68
110,P100,0.002595835054322403,0,0.0,0.0,69
111,P101,0.002595835054322403,0,0.0,0.0,70
112,P102,0.002595835054322403,0,0.0,0.0,71
113,P104,0.002595835054322403,0,0.0,0.0,72
114,P105,0.002595835054322403,0,0.0,0.0,73
115,P107,0.002595835054322403,0,0.0,0.0,74
116,P108,0.002595835054322403,0,0.0,0.0,75
117,P109,0.002595835054322403,0,0.0,0.0,76
118,P110,0.002595835054322403,0,0.0,0.0,77
119,P112,0.002595835054322403,0,0.0,0.0,78
120,P113,0.002595835054322403,0,0.0,0.0,79
121,P114,0.002595835054322403,0,0.0,0.0,80
122,P115,0.002595835054322403,0,0.0,0.0,81
123,P118,0.002595835054322403,0,0.0,0.0,82
124,P119,0.002595835054322403,0,0.0,0.0,83
125,P120,0.002595835054322403,0,0.0,0.0,84
126,P122,0.002595835054322403,0,0.0,0.0,85
127,P123,0.002595835054322403,0,0.0,0.0,86
128,P124,0.002595835054322403,0,0.0,0.0,87
129,P125,0.002595835054322403,0,0.0,0.0,88
130,P127,0.002595835054322403,0,0.0,0.0,89
131,P128,0.002595835054322403,0,0.0,0.0,90
132,P129,0.002595835054322403,0,0.0,0.0,91
133,P130,0.002595835054322403,0,0.0,0.0,92
134,P132,0.002595835054322403,0,0.0,0.0,93
135,P134,0.002595835054322403,0,0.0,0.0,94
136,P135,0.002595835054322403,0,0.0,0.0,95
