participante_id,grau,forca,centralidade_grau,betweenness,agrupamento_local,pagerank,componente,comunidade
P044,3,0.6477272727272727,0.022222222222222223,0.0,0.36967389110835674,0.0038358938019073816,1,2
P045,0,0.0,0.0,0.0,0.0,0.002595835054322403,32,34
P046,0,0.0,0.0,0.0,0.0,0.002595835054322403,33,35
P047,0,0.0,0.0,0.0,0.0,0.002595835054322403,34,36
P048,28,7.181818181818182,0.20740740740740743,0.000552791597567717,0.3122386953422068,0.017233281035094354,1,2
P049,22,5.246212121212121,0.16296296296296298,0.0,0.3580934665825665,0.012471556831213685,1,2
P050,0,0.0,0.0,0.0,0.0,0.002595835054322403,35,37
P051,0,0.0,0.0,0.0,0.0,0.002595835054322403,36,38
P052,0,0.0,0.0,0.0,0.0,0.002595835054322403,37,39
P053,1,0.2196969696969697,0.007407407407407408,0.0,0.0,0.0030623263541906245,1,2
P054,0,0.0,0.0,0.0,0.0,0.002595835054322403,38,40
P055,0,0.0,0.0,0.0,0.0,0.002595835054322403,39,41
P056,26,6.854166666666666,0.1925925925925926,0.0,0.35255302088655477,0.016040732548792312,1,2
P057,0,0.0,0.0,0.0,0.0,0.002595835054322403,40,42
P058,0,0.0,0.0,0.0,0.0,0.002595835054322403,41,43
P059,8,1.7784090909090906,0.05925925925925926,0.0,0.37868183094516655,0.005906168276084635,1,1
P060,5,1.0965909090909092,0.037037037037037035,0.0,0.22324102055518327,0.005235473339065739,1,2
P061,0,0.0,0.0,0.0,0.0,0.002595835054322403,42,44
P062,0,0.0,0.0,0.0,0.0,0.002595835054322403,43,45
P063,0,0.0,0.0,0.0,0.0,0.002595835054322403,44,46
P064,0,0.0,0.0,0.0,0.0,0.002595835054322403,45,47
P065,0,0.0,0.0,0.0,0.0,0.002595835054322403,46,48
P066,20,5.077651515151516,0.14814814814814814,0.0,0.38814512259487716,0.012106160184450097,1,1
P067,0,0.0,0.0,0.0,0.0,0.002595835054322403,47,49
P068,0,0.0,0.0,0.0,0.0,0.002595835054322403,48,50
P069,0,0.0,0.0,0.0,0.0,0.002595835054322403,49,51
P070,0,0.0,0.0,0.0,0.0,0.002595835054322403,50,52
P071,27,7.587121212121212,0.2,0.0001105583195135434,0.3454569163595149,0.01776258730318373,1,2
P072,32,9.80113636363636,0.23703703703703705,0.0,0.35113105825505664,0.021589887967664863,1,2
P073,0,0.0,0.0,0.0,0.0,0.002595835054322403,51,53
P074,0,0.0,0.0,0.0,0.0,0.002595835054322403,52,54
P075,0,0.0,0.0,0.0,0.0,0.002595835054322403,53,55
P076,0,0.0,0.0,0.0,0.0,0.002595835054322403,54,56
P077,29,7.825757575757575,0.21481481481481482,0.0,0.357699327811557,0.01744231156823783,1,2
P078,2,0.4071969696969697,0.014814814814814815,0.0,0.3462079756446648,0.003412460715018659,1,1
P079,0,0.0,0.0,0.0,0.0,0.002595835054322403,55,57
P080,0,0.0,0.0,0.0,0.0,0.002595835054322403,56,58
P081,33,12.403409090909092,0.24444444444444446,0.0007739082365948038,0.39716944977170493,0.026405755664408916,1,1
P082,0,0.0,0.0,0.0,0.0,0.002595835054322403,57,59
P083,0,0.0,0.0,0.0,0.0,0.002595835054322403,58,60
P084,1,0.20454545454545456,0.007407407407407408,0.0,0.0,0.003005371124010072,1,1
P085,0,0.0,0.0,0.0,0.0,0.002595835054322403,59,61
P086,0,0.0,0.0,0.0,0.0,0.002595835054322403,60,62
P087,33,11.115530303030303,0.24444444444444446,0.0,0.37824551299992654,0.02384890180365405,1,1
P088,31,8.977272727272728,0.22962962962962963,0.0,0.359689546931923,0.019697933676438007,1,2
P089,0,0.0,0.0,0.0,0.0,0.002595835054322403,61,63
P090,0,0.0,0.0,0.0,0.0,0.002595835054322403,62,64
P091,22,5.507575757575758,0.16296296296296298,0.0,0.38124014607115336,0.01287780926860839,1,1
P092,34,12.479166666666668,0.2518518518518519,0.003703703703703704,0.3596464387047566,0.02765964455991786,1,1
P093,0,0.0,0.0,0.0,0.0,0.002595835054322403,63,65
P094,31,11.69128787878788,0.22962962962962963,0.0001105583195135434,0.4234509935637382,0.02482116742596172,1,1
P095,0,0.0,0.0,0.0,0.0,0.002595835054322403,64,66
P096,0,0.0,0.0,0.0,0.0,0.002595835054322403,65,67
P097,0,0.0,0.0,0.0,0.0,0.002595835054322403,66,68
P098,30,10.037878787878789,0.22222222222222224,0.0,0.40607719079394233,0.02163489753670939,1,1
P099,34,12.594696969696969,0.2518518518518519,0.008955223880597015,0.3698309956019415,0.02966814407567178,1,1
P100,0,0.0,0.0,0.0,0.0,0.002595835054322403,67,69
P101,0,0.0,0.0,0.0,0.0,0.002595835054322403,68,70
P102,0,0.0,0.0,0.0,0.0,0.002595835054322403,69,71
P103,33,10.753787878787877,0.24444444444444446,0.0001105583195135434,0.355194829806564,0.023786694173554397,1,1
P104,0,0.0,0.0,0.0,0.0,0.002595835054322403,70,72
P105,0,0.0,0.0,0.0,0.0,0.002595835054322403,71,73
P106,24,6.93560606060606,0.17777777777777778,0.0,0.40905418774731606,0.015618467198113358,1,1
P107,0,0.0,0.0,0.0,0.0,0.002595835054322403,72,74
P108,0,0.0,0.0,0.0,0.0,0.002595835054322403,73,75
P109,0,0.0,0.0,0.0,0.0,0.002595835054322403,74,76
P110,0,0.0,0.0,0.0,0.0,0.002595835054322403,75,77
P111,35,11.929924242424242,0.25925925925925924,0.0013266998341625207,0.349814094728945,0.025954834062737974,1,2
P112,0,0.0,0.0,0.0,0.0,0.002595835054322403,76,78
P113,0,0.0,0.0,0.0,0.0,0.002595835054322403,77,79
P114,0,0.0,0.0,0.0,0.0,0.002595835054322403,78,80
P115,0,0.0,0.0,0.0,0.0,0.002595835054322403,79,81
P116,34,13.062500000000002,0.2518518518518519,0.0014372581536760641,0.392533875087685,0.027845069086339998,1,1
P117,27,9.268939393939393,0.2,0.0,0.4335184714337088,0.020069093065226664,1,1
P118,0,0.0,0.0,0.0,0.0,0.002595835054322403,80,82
P119,0,0.0,0.0,0.0,0.0,0.002595835054322403,81,83
P120,0,0.0,0.0,0.0,0.0,0.002595835054322403,82,84
P121,21,5.153409090909092,0.15555555555555556,0.0,0.34069769757721685,0.012764068279014166,1,2
P122,0,0.0,0.0,0.0,0.0,0.002595835054322403,83,85
P123,0,0.0,0.0,0.0,0.0,0.002595835054322403,84,86
P124,0,0.0,0.0,0.0,0.0,0.002595835054322403,85,87
P125,0,0.0,0.0,0.0,0.0,0.002595835054322403,86,88
P126,37,13.825757575757578,0.2740740740740741,0.006357103372028746,0.3391610556590476,0.03088549777117836,1,1
P127,0,0.0,0.0,0.0,0.0,0.002595835054322403,87,89
P128,0,0.0,0.0,0.0,0.0,0.002595835054322403,88,90
P129,0,0.0,0.0,0.0,0.0,0.002595835054322403,89,91
P130,0,0.0,0.0,0.0,0.0,0.002595835054322403,90,92
P131,34,11.981060606060606,0.2518518518518519,0.001658374792703151,0.36921878024395677,0.02601268447780927,1,1
P132,0,0.0,0.0,0.0,0.0,0.002595835054322403,91,93
P133,21,5.524621212121212,0.15555555555555556,0.0,0.3894635308547796,0.012916221514250035,1,2
P134,0,0.0,0.0,0.0,0.0,0.002595835054322403,92,94
P135,0,0.0,0.0,0.0,0.0,0.002595835054322403,93,95
P_TESTE,36,13.725378787878787,0.26666666666666666,0.004477611940298508,0.3604574590183558,0.029940571254272144,1,1
