participantes_validos,jogos_validos,palpites_validos,resultados_validos,media_palpites_por_participante,mediana_palpites_por_participante,min_palpites_por_participante,max_palpites_por_participante,participantes_com_1_palpite,participantes_com_ate_4_palpites
135,33,1113,33,8.244444444444444,4.0,1,33,25,78
