clique,tamanho,participantes
165,25,P004;P005;P007;P013;P015;P036;P041;P048;P056;P071;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P106;P111;P121;P126;P131
166,25,P004;P005;P007;P013;P015;P036;P041;P048;P056;P071;P072;P081;P087;P088;P091;P092;P094;P098;P099;P106;P111;P121;P126;P131;P133
167,25,P004;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P116;P121;P126;P131;P133
168,25,P004;P007;P013;P015;P018;P022;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P116;P121;P126;P131;P133
169,25,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P121;P126;P131;P133
170,25,P004;P007;P013;P015;P018;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P117;P121;P126;P131;P133
171,25,P005;P007;P013;P015;P022;P025;P035;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
172,25,P005;P007;P013;P015;P022;P036;P041;P043;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P111;P122;P126;P131;P133
173,25,P005;P007;P013;P015;P022;P036;P043;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P122;P126;P131;P133
174,25,P005;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
175,25,P005;P007;P013;P015;P025;P041;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
176,25,P005;P007;P013;P015;P025;P041;P049;P056;P062;P071;P080;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131
177,25,P005;P007;P013;P015;P025;P041;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131
178,25,P005;P007;P013;P015;P025;P043;P049;P055;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P122;P126;P131;P133
179,25,P005;P007;P013;P015;P025;P043;P049;P056;P062;P071;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P122;P126;P131;P133
180,24,P001;P004;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P111;P116;P126;P131
181,24,P001;P004;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P126;P131
182,24,P001;P004;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P126;P131
183,24,P001;P007;P008;P013;P015;P022;P025;P043;P048;P056;P071;P072;P077;P087;P091;P092;P104;P111;P116;P121;P122;P126;P131;P133
184,24,P001;P007;P013;P015;P018;P035;P041;P043;P048;P053;P056;P072;P081;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
185,24,P001;P007;P013;P015;P018;P035;P041;P048;P053;P056;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
186,24,P001;P007;P013;P015;P018;P041;P043;P044;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P111;P116;P121;P126;P131
187,24,P001;P007;P013;P015;P018;P041;P043;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
188,24,P001;P007;P013;P015;P018;P041;P044;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131
189,24,P001;P007;P013;P015;P018;P041;P048;P053;P056;P071;P072;P081;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
190,24,P001;P007;P013;P015;P022;P035;P036;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P121;P126;P131;P133
191,24,P001;P007;P013;P015;P022;P036;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133
192,24,P001;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P122;P126;P131
193,24,P001;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
194,24,P001;P007;P013;P015;P025;P035;P041;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131;P133
195,24,P001;P007;P013;P015;P025;P041;P043;P053;P055;P056;P062;P071;P080;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131
196,24,P001;P007;P013;P015;P025;P041;P043;P053;P055;P056;P062;P071;P081;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131
197,24,P001;P007;P013;P015;P025;P041;P043;P053;P056;P062;P071;P080;P088;P091;P092;P094;P099;P111;P116;P117;P121;P122;P126;P131
198,24,P001;P007;P013;P015;P025;P041;P043;P053;P056;P062;P071;P081;P088;P091;P092;P094;P099;P111;P116;P117;P121;P122;P126;P131
199,24,P001;P007;P013;P015;P025;P041;P053;P055;P056;P062;P071;P080;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
200,24,P001;P007;P013;P015;P025;P041;P053;P055;P056;P062;P071;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
201,24,P001;P007;P013;P015;P025;P041;P053;P056;P062;P071;P080;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131
202,24,P001;P007;P013;P015;P025;P041;P053;P056;P062;P071;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P122;P126;P131
203,24,P002;P004;P005;P007;P013;P015;P018;P030;P048;P056;P072;P077;P081;P088;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
204,24,P002;P004;P005;P007;P013;P015;P018;P030;P048;P059;P072;P077;P081;P088;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
205,24,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131
206,24,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131
207,24,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P111;P116;P124;P126;P131
208,24,P002;P004;P005;P007;P013;P015;P018;P037;P041;P048;P056;P071;P072;P081;P087;P092;P094;P098;P099;P111;P116;P124;P126;P131
209,24,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P117;P126;P131
210,24,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P071;P072;P077;P081;P087;P092;P094;P098;P099;P111;P116;P124;P126;P131
211,24,P002;P004;P005;P007;P013;P015;P018;P041;P048;P056;P071;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P117;P126;P131
212,24,P004;P005;P007;P013;P015;P018;P041;P048;P056;P066;P072;P081;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P126;P131
213,24,P004;P005;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P126;P131
214,24,P004;P005;P007;P013;P015;P036;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P106;P111;P126;P131
215,24,P004;P005;P007;P013;P015;P036;P041;P048;P056;P066;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P106;P111;P126;P131
216,24,P004;P007;P013;P015;P018;P022;P035;P041;P043;P048;P056;P060;P072;P081;P082;P087;P092;P098;P111;P116;P117;P121;P126;P131
217,24,P004;P007;P013;P015;P018;P022;P041;P043;P048;P056;P060;P071;P072;P081;P082;P087;P092;P098;P111;P116;P117;P121;P126;P131
218,24,P004;P007;P013;P015;P022;P035;P036;P037;P041;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133
219,24,P004;P007;P013;P015;P022;P035;P036;P041;P043;P048;P056;P060;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133
220,24,P004;P007;P013;P015;P022;P036;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133
221,24,P004;P007;P013;P015;P022;P036;P041;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P111;P121;P126;P131;P133
222,24,P004;P007;P013;P015;P036;P037;P041;P048;P056;P060;P071;P072;P081;P087;P088;P092;P098;P099;P106;P111;P121;P126;P131;P133
223,24,P005;P007;P008;P013;P015;P022;P025;P043;P048;P056;P071;P072;P077;P087;P091;P092;P104;P111;P116;P121;P122;P126;P131;P133
224,24,P005;P007;P013;P015;P022;P035;P036;P043;P048;P056;P072;P081;P087;P088;P091;P092;P094;P099;P104;P111;P121;P126;P131;P133
225,24,P005;P007;P013;P015;P022;P036;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133
226,24,P005;P007;P013;P015;P022;P036;P041;P048;P055;P056;P071;P072;P081;P087;P088;P091;P092;P094;P099;P103;P111;P122;P126;P131
227,24,P005;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
228,24,P005;P007;P013;P015;P022;P037;P044;P048;P056;P071;P072;P081;P087;P092;P094;P099;P104;P111;P116;P121;P124;P126;P131;P133
229,24,P005;P007;P013;P015;P025;P035;P041;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131;P133
230,24,P005;P007;P013;P015;P041;P043;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P121;P124;P126;P131
231,23,P001;P004;P007;P013;P015;P018;P025;P030;P049;P059;P072;P081;P086;P088;P092;P094;P099;P103;P111;P116;P117;P126;P131
232,23,P001;P004;P007;P013;P015;P018;P025;P049;P059;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
233,23,P001;P004;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
234,23,P001;P004;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133
235,23,P001;P004;P007;P013;P015;P018;P037;P041;P048;P056;P066;P072;P081;P082;P087;P092;P094;P098;P103;P111;P116;P126;P131
236,23,P001;P004;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
237,23,P001;P004;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133
238,23,P001;P004;P007;P013;P015;P036;P037;P041;P048;P056;P066;P072;P081;P087;P088;P092;P094;P098;P099;P103;P111;P126;P131
239,23,P001;P004;P007;P013;P015;P036;P041;P048;P056;P066;P072;P081;P087;P088;P091;P092;P094;P098;P099;P103;P111;P126;P131
240,23,P001;P007;P008;P013;P015;P025;P043;P048;P053;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P126;P131
241,23,P001;P007;P013;P015;P022;P035;P036;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133
242,23,P001;P007;P013;P015;P022;P035;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
243,23,P001;P007;P013;P015;P025;P035;P041;P043;P053;P056;P062;P081;P088;P091;P092;P094;P099;P111;P116;P117;P121;P126;P131
244,23,P001;P007;P013;P015;P025;P035;P041;P053;P056;P062;P081;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131
245,23,P001;P007;P013;P015;P025;P035;P041;P056;P062;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131
246,23,P001;P007;P013;P015;P025;P035;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
247,23,P001;P007;P013;P015;P025;P043;P044;P048;P053;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P126;P131
248,23,P001;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
249,23,P001;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
250,23,P001;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
251,23,P001;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
252,23,P001;P007;P013;P015;P041;P043;P044;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P111;P116;P121;P126;P131
253,23,P001;P007;P013;P015;P041;P043;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P121;P126;P131
254,23,P001;P007;P013;P015;P041;P043;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
255,23,P001;P007;P013;P015;P041;P043;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
256,23,P001;P007;P013;P015;P041;P044;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131
257,23,P001;P007;P013;P015;P041;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131
258,23,P001;P007;P013;P015;P041;P048;P053;P056;P071;P072;P080;P082;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
259,23,P001;P007;P013;P015;P041;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
260,23,P004;P005;P007;P013;P015;P018;P025;P030;P049;P059;P072;P081;P086;P088;P092;P094;P099;P103;P111;P116;P117;P126;P131
261,23,P004;P005;P007;P013;P015;P018;P025;P049;P059;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
262,23,P004;P005;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
263,23,P004;P005;P007;P013;P015;P018;P025;P049;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133
264,23,P004;P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P126;P131
265,23,P004;P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P126;P131;P133
266,23,P004;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P060;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131
267,23,P004;P007;P013;P015;P018;P022;P037;P041;P048;P056;P060;P071;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131
268,23,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P126;P131
269,23,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P117;P126;P131
270,23,P005;P007;P013;P015;P022;P035;P036;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133
271,23,P005;P007;P013;P015;P022;P035;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
272,23,P005;P007;P013;P015;P025;P035;P041;P056;P062;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131
273,23,P005;P007;P013;P015;P025;P035;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
274,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
275,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
276,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
277,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
278,23,P005;P007;P013;P015;P041;P043;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
279,23,P005;P007;P013;P015;P041;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131
280,23,P005;P007;P013;P015;P041;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
281,22,P001;P004;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133
282,22,P001;P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P126;P131
283,22,P001;P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131
284,22,P004;P005;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133
285,22,P004;P005;P007;P013;P015;P018;P025;P046;P059;P081;P087;P088;P092;P098;P099;P103;P106;P111;P116;P117;P126;P131
286,22,P004;P007;P013;P015;P036;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P126;P131
287,22,P007;P013;P015;P022;P035;P036;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
288,22,P007;P013;P015;P022;P035;P036;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
289,22,P007;P013;P015;P022;P035;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
290,22,P007;P013;P015;P022;P035;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
291,22,P007;P013;P015;P022;P036;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
292,22,P007;P013;P015;P022;P036;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
293,22,P007;P013;P015;P022;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
294,22,P007;P013;P015;P022;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
295,22,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P124;P126;P131
296,21,P001;P004;P007;P013;P015;P018;P022;P030;P054;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
297,21,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P086;P092;P094;P099;P103;P111;P116;P117;P126;P131
298,21,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
299,21,P001;P004;P015;P018;P022;P035;P037;P041;P048;P056;P064;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131
300,21,P001;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133
301,21,P001;P007;P008;P013;P015;P025;P043;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131
302,21,P001;P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131
303,21,P001;P015;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P122;P126;P131
304,21,P001;P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P103;P111;P116;P121;P122;P126;P131
305,21,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P126;P131
306,21,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P117;P126;P131
307,21,P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P124;P126;P131
308,21,P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P111;P116;P121;P124;P126;P131
309,21,P005;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133
310,21,P005;P007;P013;P015;P022;P043;P044;P071;P072;P081;P092;P094;P099;P104;P111;P116;P121;P124;P126;P132;P133
311,21,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P124;P126;P131
312,20,P001;P004;P007;P013;P015;P018;P022;P030;P054;P070;P072;P092;P094;P098;P099;P103;P111;P116;P117;P131
313,20,P001;P004;P007;P013;P015;P018;P022;P037;P048;P052;P072;P081;P087;P092;P094;P098;P103;P111;P126;P131
314,20,P001;P004;P015;P018;P022;P025;P035;P041;P048;P056;P064;P072;P087;P098;P103;P111;P116;P121;P126;P131
315,20,P001;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133
316,20,P001;P008;P015;P022;P025;P041;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P122;P126;P131
317,20,P001;P008;P015;P025;P041;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P122;P126;P131
318,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
319,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
320,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
321,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
322,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
323,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
324,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
325,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
326,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
327,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
328,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
329,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
330,20,P004;P015;P018;P022;P035;P037;P041;P048;P056;P060;P064;P072;P082;P087;P098;P111;P116;P121;P126;P131
331,20,P004;P015;P018;P022;P037;P041;P048;P056;P060;P064;P071;P072;P082;P087;P098;P111;P116;P121;P126;P131
332,20,P005;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133
333,20,P005;P007;P015;P025;P031;P041;P071;P072;P077;P087;P088;P092;P094;P098;P099;P106;P111;P116;P126;P131
334,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
335,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
336,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
337,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
338,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
339,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
340,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
341,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
342,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
343,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
344,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
345,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
346,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
347,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
348,19,P001;P004;P007;P013;P015;P018;P022;P030;P048;P052;P072;P081;P092;P094;P098;P103;P111;P126;P131
349,19,P001;P004;P007;P013;P015;P018;P022;P030;P052;P054;P072;P081;P092;P094;P098;P103;P111;P126;P131
350,19,P001;P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P116;P117;P126
351,19,P001;P004;P007;P013;P015;P018;P030;P054;P070;P072;P086;P092;P094;P099;P103;P111;P116;P117;P131
352,19,P001;P015;P041;P044;P048;P056;P064;P071;P072;P080;P082;P087;P098;P103;P111;P116;P121;P126;P131
353,19,P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P106;P116;P117;P126
354,19,P005;P015;P020;P025;P040;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P122;P133
355,19,P005;P015;P020;P025;P040;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P122;P133
356,19,P005;P015;P020;P025;P041;P047;P049;P055;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
357,19,P005;P015;P020;P025;P041;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
358,19,P005;P015;P020;P025;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P117;P122;P133
359,19,P005;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P117;P122;P133
360,19,P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P124;P126;P131
361,18,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P086;P094;P096;P101;P103;P111;P116;P126
