comunidade,tamanho,arestas_internas,densidade_interna,forca_media,pagerank_total,participante_mais_central,pagerank_participante_mais_central
1,24,196,0.7101449275362319,8.393860479797981,0.4890596899871538,P126,0.0320595281826693
2,19,78,0.45614035087719296,5.344597288676235,0.26791210057811615,P013,0.0312833944148593
