posicao,participante_id,pagerank,grau,forca,betweenness,comunidade
75,P046,0.0026416109721166003,0,0.0,0.0,34
76,P047,0.0026416109721166003,0,0.0,0.0,35
77,P050,0.0026416109721166003,0,0.0,0.0,36
78,P051,0.0026416109721166003,0,0.0,0.0,37
79,P052,0.0026416109721166003,0,0.0,0.0,38
80,P054,0.0026416109721166003,0,0.0,0.0,39
81,P055,0.0026416109721166003,0,0.0,0.0,40
82,P057,0.0026416109721166003,0,0.0,0.0,41
83,P058,0.0026416109721166003,0,0.0,0.0,42
84,P061,0.0026416109721166003,0,0.0,0.0,43
85,P062,0.0026416109721166003,0,0.0,0.0,44
86,P063,0.0026416109721166003,0,0.0,0.0,45
87,P064,0.0026416109721166003,0,0.0,0.0,46
88,P065,0.0026416109721166003,0,0.0,0.0,47
89,P067,0.0026416109721166003,0,0.0,0.0,48
90,P068,0.0026416109721166003,0,0.0,0.0,49
91,P069,0.0026416109721166003,0,0.0,0.0,50
92,P070,0.0026416109721166003,0,0.0,0.0,51
93,P073,0.0026416109721166003,0,0.0,0.0,52
94,P074,0.0026416109721166003,0,0.0,0.0,53
95,P075,0.0026416109721166003,0,0.0,0.0,54
96,P076,0.0026416109721166003,0,0.0,0.0,55
97,P079,0.0026416109721166003,0,0.0,0.0,56
98,P080,0.0026416109721166003,0,0.0,0.0,57
99,P082,0.0026416109721166003,0,0.0,0.0,58
100,P083,0.0026416109721166003,0,0.0,0.0,59
101,P085,0.0026416109721166003,0,0.0,0.0,60
102,P086,0.0026416109721166003,0,0.0,0.0,61
103,P089,0.0026416109721166003,0,0.0,0.0,62
104,P090,0.0026416109721166003,0,0.0,0.0,63
105,P093,0.0026416109721166003,0,0.0,0.0,64
106,P095,0.0026416109721166003,0,0.0,0.0,65
107,P096,0.0026416109721166003,0,0.0,0.0,66
108,P097,0.0026416109721166003,0,0.0,0.0,67
109,P100,0.0026416109721166003,0,0.0,0.0,68
110,P101,0.0026416109721166003,0,0.0,0.0,69
111,P102,0.0026416109721166003,0,0.0,0.0,70
112,P104,0.0026416109721166003,0,0.0,0.0,71
113,P105,0.0026416109721166003,0,0.0,0.0,72
114,P107,0.0026416109721166003,0,0.0,0.0,73
115,P108,0.0026416109721166003,0,0.0,0.0,74
116,P109,0.0026416109721166003,0,0.0,0.0,75
117,P110,0.0026416109721166003,0,0.0,0.0,76
118,P112,0.0026416109721166003,0,0.0,0.0,77
119,P113,0.0026416109721166003,0,0.0,0.0,78
120,P114,0.0026416109721166003,0,0.0,0.0,79
121,P115,0.0026416109721166003,0,0.0,0.0,80
122,P118,0.0026416109721166003,0,0.0,0.0,81
123,P119,0.0026416109721166003,0,0.0,0.0,82
124,P120,0.0026416109721166003,0,0.0,0.0,83
125,P122,0.0026416109721166003,0,0.0,0.0,84
126,P123,0.0026416109721166003,0,0.0,0.0,85
127,P124,0.0026416109721166003,0,0.0,0.0,86
128,P125,0.0026416109721166003,0,0.0,0.0,87
129,P127,0.0026416109721166003,0,0.0,0.0,88
130,P128,0.0026416109721166003,0,0.0,0.0,89
131,P129,0.0026416109721166003,0,0.0,0.0,90
132,P130,0.0026416109721166003,0,0.0,0.0,91
133,P132,0.0026416109721166003,0,0.0,0.0,92
134,P134,0.0026416109721166003,0,0.0,0.0,93
135,P135,0.0026416109721166003,0,0.0,0.0,94
